"";"Reading";"Listening music";"Cinema";"Show";"Exhibition";"Computer";"Sport";"Walking";"Travelling";"Playing music";"Collecting";"Volunteering";"Mechanic";"Gardening";"Knitting";"Cooking";"Fishing";"TV";"Sex";"Age";"Marital status";"Profession";"nb.activitees"
"91061810";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"2";"M";"(55,65]";"Married";NA;4
"91061910";"0";"1";"1";"0";"1";"1";"1";"1";"1";"0";"0";"0";"1";"1";"0";"0";"0";"4";"M";"(35,45]";"Married";"Employee";10
"91062010";"1";"1";"0";"0";"1";"1";"1";"1";"0";"1";"0";"1";"0";"0";"0";"1";"0";"1";"F";"(75,85]";"Widower";"Management";10
"91062110";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"0";"2";"F";"(25,35]";"Single";"Employee";16
"91062210";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"F";"(75,85]";"Married";NA;3
"91062310";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"4";"M";"(75,85]";"Married";"Manual labourer";3
"91062410";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"4";"M";"(35,45]";"Married";"Foreman";4
"91062610";"1";"0";"0";"1";"1";"0";"0";"1";"1";"0";"0";"0";"1";"1";"1";"1";"0";"4";"F";"(65,75]";"Widower";"Unskilled worker";10
"91062810";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"4";"M";"(55,65]";"Married";"Manual labourer";4
"91062910";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"M";"(65,75]";"Married";"Manual labourer";3
"91063010";"1";"1";"1";"0";"0";"1";"1";"1";"0";"1";"0";"0";"1";"1";"0";"1";"0";"3";"M";"(35,45]";"Married";"Employee";11
"91063510";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"3";"M";"(45,55]";"Married";"Other";4
"91063610";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"F";"(45,55]";"Married";"Other";2
"91063810";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"F";"(65,75]";"Married";"Management";1
"91063910";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"F";"(35,45]";"Widower";"Employee";3
"91064010";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"1";"0";"4";"M";"(35,45]";"Divorcee";"Unskilled worker";4
"91064011";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"M";"(35,45]";"Single";"Manual labourer";3
"91064110";"1";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"F";"(45,55]";"Divorcee";NA;3
"91064310";"1";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"2";"F";"(55,65]";"Married";"Manual labourer";5
"91064410";"1";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"1";"1";"0";"3";"F";"(55,65]";"Married";NA;7
"91064510";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"M";"(45,55]";"Married";"Unskilled worker";1
"91064810";"1";"1";"1";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"4";"F";"(25,35]";"Single";"Unskilled worker";6
"91064910";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"2";"F";"(35,45]";"Married";"Employee";3
"91065010";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"1";"0";"0";"0";"2";"M";"(55,65]";"Married";"Unskilled worker";4
"91065210";"0";"1";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"M";"(75,85]";"Married";NA;4
"91065310";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"4";"M";"(75,85]";"Married";"Unskilled worker";3
"91065410";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"F";"(45,55]";"Married";"Unskilled worker";2
"91065610";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"F";"(75,85]";"Widower";NA;3
"91065710";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"M";"(45,55]";"Married";"Unskilled worker";1
"91066110";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"M";"[15,25]";"Single";NA;4
"91066210";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"M";"(45,55]";"Married";"Management";3
"91066410";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"1";"1";"1";"1";"0";"0";"F";"(35,45]";"Married";NA;6
"91066510";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"F";"(85,100]";"Widower";NA;1
"91066610";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"0";"4";"F";"(45,55]";"Married";"Employee";6
"91066810";"1";"0";"1";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"2";"F";"(35,45]";"Divorcee";"Employee";6
"91067110";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"M";"(55,65]";"Single";"Manual labourer";3
"91067310";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"4";"M";"(55,65]";"Married";"Unskilled worker";3
"91067410";"1";"1";"1";"1";"0";"1";"1";"0";"1";"1";"0";"1";"0";"1";"0";"0";"0";"1";"M";"[15,25]";"Single";NA;11
"91067510";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"F";"(65,75]";"Married";"Employee";2
"91067710";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"F";"(65,75]";"Married";"Other";3
"91067910";"1";"1";"0";"0";"0";"0";"1";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"F";"(35,45]";"Single";NA;5
"91068310";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"0";"0";"1";"1";"0";"1";"0";"1";"M";"(45,55]";"Divorcee";"Technician";13
"91068410";"1";"1";"0";"0";"1";"1";"1";"1";"0";"0";"1";"0";"0";"1";"1";"1";"0";"0";"F";"(55,65]";"Married";"Foreman";10
"91068610";"1";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"1";"0";"0";"0";"0";"3";"M";"(55,65]";"Single";"Unskilled worker";6
"91068710";"1";"1";"1";"1";"1";"0";"0";"0";"1";"1";"0";"1";"0";"0";"0";"0";"0";"4";"F";"(45,55]";"Divorcee";"Technician";9
"91069110";"1";"1";"1";"1";"1";"0";"0";"1";"1";"0";"0";"0";"1";"1";"0";"1";"0";"2";"M";"(65,75]";"Widower";"Management";11
"91069310";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"1";"0";"4";"M";"(35,45]";"Single";"Manual labourer";5
"91069410";"1";"1";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"M";"(25,35]";"Married";"Employee";5
"91069510";"1";"1";"1";"1";"1";"0";"1";"1";"1";"0";"0";"1";"1";"1";"0";"1";"1";"3";"M";"(45,55]";"Married";"Management";14
"91069610";"1";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"4";"F";"(85,100]";"Married";NA;5
"91069710";"1";"1";"1";"0";"0";"0";"1";"1";"0";"0";"0";"0";"1";"1";"1";"1";"0";"2";"F";"(45,55]";"Married";"Employee";10
"91069810";"1";"1";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"2";"F";"(45,55]";"Married";"Foreman";7
"91070010";"1";"1";"1";"1";"0";"1";"0";"1";"1";"1";"1";"1";"0";"1";"0";"0";"0";"2";"F";"(35,45]";"Single";"Management";12
"91070210";"0";"1";"1";"0";"0";"1";"1";"1";"0";"0";"0";"0";"1";"1";"0";"0";"1";"2";"M";"(35,45]";"Married";"Employee";9
"91070310";"1";"1";"0";"0";"1";"1";"1";"1";"1";"1";"0";"0";"1";"1";"0";"0";"0";"3";"M";"(45,55]";"Married";"Foreman";11
"91070410";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"M";"(65,75]";"Married";"Manual labourer";2
"91070610";"1";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"4";"F";"(25,35]";"Married";"Employee";5
"91070710";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"F";"(75,85]";"Widower";NA;1
"91070810";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"0";"0";"1";"0";"0";"1";"0";"1";"M";"[15,25]";"Single";NA;12
"91070910";"1";"1";"0";"1";"1";"0";"1";"1";"0";"0";"0";"0";"1";"1";"0";"1";"0";"4";"F";"(35,45]";"Single";"Foreman";10
"91071110";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"1";"1";"0";"1";"F";"(75,85]";"Remarried";"Employee";6
"91071210";"1";"1";"0";"0";"1";"1";"0";"1";"1";"1";"0";"0";"0";"0";"0";"1";"0";"2";"F";"(55,65]";"Remarried";"Management";9
"91071410";"1";"0";"0";"0";"1";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"F";"(25,35]";"Single";"Employee";5
"91071510";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"M";"[15,25]";"Single";NA;2
"91071610";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"F";"(45,55]";"Married";"Foreman";2
"91071710";"1";"1";"1";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"2";"F";"(55,65]";"Married";"Management";7
"91071810";"1";"1";"0";"0";"1";"0";"1";"0";"1";"0";"0";"0";"0";"1";"1";"1";"0";"1";"F";"(35,45]";"Remarried";"Other";9
"91071910";"0";"1";"1";"1";"0";"1";"1";"1";"1";"0";"0";"0";"0";"1";"0";"1";"0";"1";"M";"(35,45]";"Single";"Other";10
"91072010";"1";"1";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"F";"(35,45]";"Married";"Employee";5
"91072210";"1";"1";"0";"0";"1";"1";"1";"1";"1";"0";"0";"0";"0";"1";"0";"1";"0";"4";"F";"[15,25]";"Single";"Employee";10
"91072310";"1";"1";"0";"0";"1";"1";"1";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"4";"M";"(25,35]";"Divorcee";"Other";8
"91072510";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"3";"M";"(65,75]";"Married";NA;5
"91072610";"0";"1";"0";"0";"1";"1";"1";"1";"1";"1";"0";"0";"1";"1";"0";"1";"0";"2";"F";"(25,35]";"Married";"Foreman";11
"93000110";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"0";"1";"1";"1";"0";"1";"0";"2";"M";"(45,55]";"Remarried";"Technician";14
"93000210";"1";"1";"1";"0";"1";"1";"1";"1";"0";"1";"0";"0";"1";"0";"0";"1";"0";"1";"F";"[15,25]";"Single";NA;11
"93000410";"1";"0";"0";"0";"1";"1";"0";"1";"1";"0";"0";"1";"0";"0";"0";"0";"1";"4";"M";"(55,65]";"Married";"Management";8
"93000510";"1";"1";"1";"0";"1";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"4";"M";"(25,35]";"Single";"Employee";8
"93000610";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"F";"[15,25]";"Single";"Employee";2
"93000810";"1";"1";"1";"0";"0";"0";"0";"1";"1";"1";"1";"0";"1";"1";"0";"1";"0";"2";"M";"(55,65]";"Divorcee";NA;11
"93001110";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"M";"(75,85]";"Married";"Manual labourer";2
"93001310";"1";"1";"1";"1";"0";"1";"1";"1";"0";"1";"0";"1";"0";"0";"0";"1";"0";"2";"M";"(25,35]";"Single";"Technician";11
"93001510";"1";"1";"1";"1";"1";"0";"0";"1";"1";"0";"0";"0";"0";"1";"1";"1";"0";"2";"F";"(55,65]";"Widower";"Employee";11
"93001610";"0";"1";"0";"0";"0";"0";"1";"1";"1";"0";"0";"1";"1";"0";"0";"1";"0";"1";"M";"(55,65]";"Married";"Foreman";8
"93001710";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"M";"(65,75]";"Married";"Employee";3
"93001810";"0";"1";"0";"0";"0";"1";"1";"1";"1";"0";"0";"0";"1";"0";"0";"0";"1";"4";"M";"(45,55]";"Married";"Manual labourer";8
"93001910";"1";"1";"1";"0";"0";"1";"1";"1";"0";"0";"0";"1";"1";"1";"1";"1";"0";"1";"F";"(35,45]";"Married";"Employee";12
"93002110";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"2";"F";"(65,75]";"Married";NA;2
"93002210";"1";"1";"1";"1";"0";"1";"1";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"2";"M";"(65,75]";"Married";"Foreman";9
"93002310";"1";"1";"0";"0";"0";"1";"1";"1";"0";"0";"1";"0";"1";"1";"0";"1";"0";"2";"M";"(25,35]";"Married";"Foreman";10
"93002410";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"0";"1";"1";"0";"1";"1";"0";"0";"F";"(45,55]";"Single";"Foreman";13
"93002510";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"0";"0";"1";"1";"0";"1";"0";"0";"M";"(25,35]";"Single";"Management";12
"93002610";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"0";"1";"0";"1";"F";"(55,65]";"Divorcee";"Management";14
"93002710";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"1";"0";"0";"1";"1";"3";"M";"(45,55]";"Married";NA;6
"93002810";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"0";"0";"1";"1";"0";"1";"0";"1";"M";"(35,45]";"Divorcee";"Foreman";13
"93003210";"1";"1";"0";"1";"1";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"2";"F";"(45,55]";"Divorcee";"Employee";8
"93003410";"0";"1";"1";"0";"0";"1";"0";"0";"0";"1";"1";"0";"0";"0";"0";"1";"1";"2";"M";"(35,45]";"Single";"Employee";8
"93003610";"1";"1";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"2";"F";"[15,25]";"Single";"Employee";7
"93003710";"0";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"0";"1";"1";"0";"0";"0";"1";"M";"[15,25]";"Single";"Employee";12
"93003910";"1";"1";"0";"0";"1";"1";"1";"1";"0";"0";"0";"1";"1";"1";"1";"1";"0";"3";"F";"(55,65]";"Remarried";"Employee";12
"93004010";"0";"1";"0";"1";"1";"1";"1";"0";"1";"0";"0";"1";"0";"1";"0";"0";"0";"0";"M";"(65,75]";"Married";NA;8
"93004410";"1";"1";"0";"0";"1";"0";"1";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"2";"M";"(45,55]";"Remarried";"Technician";7
"93004510";"1";"1";"0";"1";"0";"0";"1";"1";"0";"0";"0";"1";"1";"1";"0";"0";"0";"2";"M";"(45,55]";"Married";"Employee";9
"93004610";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"M";"(35,45]";"Divorcee";"Employee";3
"93004810";"1";"1";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"1";"1";"0";"4";"F";"(55,65]";"Married";"Employee";7
"93005010";"1";"0";"1";"0";"0";"1";"1";"1";"0";"0";"0";"1";"1";"1";"0";"0";"0";"2";"M";"(45,55]";"Married";"Management";9
"93005110";"1";"1";"0";"1";"1";"0";"1";"1";"1";"1";"0";"1";"1";"0";"1";"1";"0";"2";"F";"(55,65]";"Married";"Foreman";13
"93005210";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"1";"0";"0";"M";"(75,85]";"Married";"Manual labourer";3
"93005310";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"M";"(55,65]";"Divorcee";"Employee";2
"93005410";"1";"1";"1";"0";"0";"1";"0";"1";"1";"0";"0";"0";"0";"0";"0";"1";"0";"1";"F";"(25,35]";"Single";"Employee";8
"93005610";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"1";"0";"0";"1";"1";"0";"4";"F";"(55,65]";"Widower";"Employee";7
"93005910";"1";"1";"0";"0";"1";"1";"0";"1";"0";"1";"1";"0";"0";"0";"1";"0";"0";"2";"F";"(45,55]";"Divorcee";"Employee";9
"93006210";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";"F";"(35,45]";"Married";"Employee";3
"93006310";"1";"1";"1";"1";"1";"0";"1";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"2";"F";"(55,65]";"Married";NA;9
"93006410";"1";"1";"1";"0";"1";"1";"1";"0";"1";"1";"0";"1";"1";"1";"0";"0";"0";"1";"F";"(35,45]";"Remarried";NA;12
"93006610";"1";"1";"1";"0";"1";"1";"1";"0";"0";"0";"0";"0";"1";"1";"0";"1";"0";"1";"F";"(45,55]";"Widower";"Employee";10
"93006810";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"4";"M";"(45,55]";"Married";"Employee";3
"93006910";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"3";"F";"(25,35]";"Married";"Employee";5
"93007010";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"4";"F";"(65,75]";"Married";NA;2
"93007110";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"F";"(55,65]";"Married";NA;0
"93007310";"1";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"1";"0";"1";"0";"4";"F";"(45,55]";"Divorcee";"Employee";7
"93007410";"1";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"1";"1";"1";"0";"1";"0";"0";"F";"(45,55]";"Married";"Employee";7
"93007510";"1";"0";"1";"0";"0";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"F";"(45,55]";"Single";"Technician";6
"93007610";"1";"0";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"1";"0";"1";"0";"0";"2";"F";"(45,55]";"Married";"Employee";6
"93007810";"0";"1";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"M";"(35,45]";"Married";"Technician";4
"93008010";"1";"1";"1";"1";"0";"1";"1";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"4";"M";"(65,75]";"Married";"Management";9
"93008210";"1";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"1";"0";"1";"0";"4";"F";"(35,45]";"Single";"Employee";6
"93008310";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"M";"(55,65]";"Married";NA;2
"93008510";"1";"1";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"1";"1";"0";"0";"0";"4";"M";"(45,55]";"Married";"Employee";7
"93008610";"1";"1";"1";"1";"0";"0";"0";"1";"1";"0";"0";"0";"0";"1";"0";"0";"0";"4";"F";"(35,45]";"Married";"Foreman";8
"93008710";"1";"1";"1";"0";"0";"0";"0";"1";"0";"0";"0";"1";"1";"1";"0";"0";"0";"0";"F";"(35,45]";"Single";"Employee";7
"93008810";"1";"1";"1";"0";"1";"0";"0";"1";"1";"0";"0";"0";"1";"0";"0";"0";"0";"1";"M";"(35,45]";"Married";"Manual labourer";8
"93008910";"0";"1";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"1";"1";"0";"0";"1";"4";"M";"(55,65]";"Married";"Management";7
"93009010";"1";"1";"0";"0";"1";"0";"0";"0";"1";"0";"0";"1";"1";"1";"0";"1";"0";"1";"M";"(45,55]";"Remarried";NA;9
"93009210";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"3";"F";"(35,45]";"Single";NA;4
"93009310";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";"2";"F";"(35,45]";"Married";"Employee";5
"93009410";"0";"1";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"F";"(25,35]";"Married";"Foreman";4
"93009510";"1";"1";"1";"0";"0";"0";"1";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"F";"(35,45]";"Single";NA;6
"93009610";"1";"1";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"M";"(35,45]";"Single";"Manual labourer";5
"93009710";"1";"1";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"M";"(35,45]";"Single";"Manual labourer";4
"93009810";"1";"1";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"4";"F";"(65,75]";"Widower";"Employee";5
"93009910";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"2";"F";"(75,85]";"Widower";"Employee";2
"93010110";"1";"0";"1";"0";"1";"0";"1";"1";"1";"1";"0";"0";"0";"1";"0";"0";"0";"3";"M";"(65,75]";"Married";"Foreman";9
"93010310";"0";"0";"0";"0";"0";"0";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"F";"(55,65]";"Married";NA;4
"93010410";"1";"1";"1";"1";"1";"0";"0";"1";"1";"0";"0";"0";"0";"1";"0";"1";"0";"3";"F";"(65,75]";"Widower";"Foreman";10
"93010510";"1";"1";"1";"1";"0";"0";"1";"0";"0";"0";"0";"0";"1";"1";"0";"1";"0";"1";"M";"(45,55]";"Single";"Employee";9
"93010610";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"4";"M";"(55,65]";"Married";"Employee";2
"93010710";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"M";"(45,55]";"Married";"Management";1
"93010910";"1";"1";"0";"1";"0";"0";"1";"1";"1";"1";"0";"1";"1";"0";"0";"0";"0";"4";"F";"(35,45]";"Single";"Employee";10
"93011610";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"M";"(45,55]";"Married";"Other";1
"93011810";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"M";"(55,65]";"Married";"Management";2
"93012110";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"M";"(65,75]";"Married";"Foreman";3
"93012410";"1";"1";"1";"1";"1";"0";"0";"1";"1";"1";"0";"1";"0";"0";"0";"1";"0";"1";"M";"(55,65]";"Divorcee";"Other";11
"93012510";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"M";"(45,55]";"Married";"Management";2
"93012710";"0";"1";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"F";"(35,45]";"Divorcee";"Employee";3
"93012910";"0";"1";"1";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"F";"(35,45]";"Divorcee";"Employee";4
"93013110";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"M";"(55,65]";"Divorcee";"Technician";2
"93013310";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"F";"(55,65]";"Single";"Management";1
"93013710";"1";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"4";"M";"(65,75]";"Single";"Manual labourer";5
"93013810";"1";"1";"1";"0";"1";"1";"1";"1";"0";"0";"0";"0";"1";"1";"0";"1";"0";"1";"F";"(25,35]";"Single";"Employee";11
"93014010";"1";"1";"1";"0";"0";"0";"0";"1";"0";"1";"1";"0";"1";"0";"0";"1";"0";"3";"F";"(35,45]";"Divorcee";"Manual labourer";9
"93014110";"1";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"4";"F";"(75,85]";"Widower";NA;5
"93014410";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"0";"1";"1";"1";"0";"1";"0";"2";"M";"(35,45]";"Married";"Management";14
"93014510";"1";"1";"1";"0";"0";"1";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"3";"F";"[15,25]";"Single";NA;7
"93014610";"0";"1";"0";"1";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"3";"F";"(55,65]";"Married";"Manual labourer";5
"93014710";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"0";"3";"F";"(45,55]";"Widower";"Other";6
"93014910";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"0";"0";"0";"0";"1";"1";"0";"1";"F";"(75,85]";"Widower";NA;12
"93015710";"1";"1";"0";"1";"1";"1";"1";"1";"1";"0";"1";"1";"0";"1";"0";"0";"1";"2";"M";"(35,45]";"Married";"Management";13
"93015810";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"1";"0";"0";"0";"0";"0";"1";"M";"[15,25]";"Single";NA;11
"93015910";"1";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"F";"(25,35]";"Single";"Employee";4
"93016210";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"F";"(55,65]";"Married";"Employee";1
"93016310";"1";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";"F";"(35,45]";"Divorcee";"Employee";5
"93016710";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"F";"(35,45]";"Married";"Foreman";1
